2828	-593
627	-5900
2658	-1684
5177	-2148
1655	-741
4538	-544
2558	-29357
178	175
749	656
1472	-4751
3465	-765
4474	70
2599	-602
4422	-1896
1932	148
3050	-2328
413	-548
939	-1305
1066	218
222	-3669
535	-2448
4042	909
2954	-2056
3901	-3966
2906	-497
1998	568
623	-4796
4631	-68
2307	435
2687	-23752
72	-59
4261	-37157
2098	281
854	-6847
1532	-37
4222	-5745
4418	-1803
4895	501
4366	-707
3786	-1174
1496	201
814	441
2539	-533
4173	-5043
1026	-10079
2328	-9061
5093	-622
464	-2803
4352	-7511
990	-739
2386	-106
2094	-1142
468	-1109
1608	-3540
4531	-67
531	-2442
3466	-8439
4082	-41
230	-4
3327	-464
2085	-3683
3882	-3789
954	-2598
4762	361
1459	-2430
4680	160
4898	-954
2865	-1874
4361	-2330
4605	-486
2083	-1817
3298	-10431
851	382
3393	-1637
4517	92
2406	1030
4685	1075
3202	-1735
4218	1013
1514	-685
3585	150
3146	-3895
1975	-3231
1827	-746
4174	-1582
1726	-35
1983	-205
448	-3222
3394	-31226
111	-1921
477	701
601	-637
4739	234
917	-876
4215	-193
2408	-826
1493	-1957
233	-9091
2811	-4646
4914	-28
3322	-522
453	-1614
1579	-3403
993	-2115
1223	484
1807	-4463
3343	-183
2896	-2011
2676	-284
1849	-2170
1314	181
1363	-928
1947	-651
359	-1853
4372	-1049
510	316
2363	1529
4813	-6380
380	-702
1967	-7642
1813	-608
752	14
1676	-2544
4620	-304
5098	-281
1571	-4235
534	-5166
2117	256
3295	-2758
1331	-523
219	-2498
3005	-1111
136	-878
3061	-840
3247	-1516
1423	-1178
3501	-773
3741	414
3162	-416
3888	-4510
3338	360
1872	-1016
2932	-4451
5008	-1907
5038	-5829
4370	-3956
4417	-2133
4242	30
4163	-9220
4471	-5049
5115	-1050
4871	1131
772	-1423
1997	359
2068	-1747
1638	-872
1697	-1753
3561	-866
2622	100
3691	-4460
5223	-591
4445	283
4186	55
109	-2131
2075	-86
3198	-944
4857	-1
698	-896
1767	45
273	-7809
1222	357
2588	-33635
4746	147
3757	-1295
3506	-2784
3702	-15195
5238	-597
2428	-218
2308	515
1704	-1408
2023	-701
1000	-4294
4262	-7556
4277	-241
2661	-288
2709	-874
3246	-3455
4490	139
24	-45
2791	-2380
2652	142
27	-827
3197	-1481
2815	51
4673	-3597
5276	-2409
1131	-1641
657	-3891
2252	-2036
4771	626
981	-120
3575	-16939
307	854
2705	-2650
2719	-4667
2548	-778
2842	139
4764	-1646
3821	105
2488	-2046
1663	85
5110	-2681
1605	-1655
3312	29
4776	-2215
4131	-355
399	201
4024	-1698
1654	-7
3307	-6645
3310	-48
1705	-3805
4719	101
4798	-62
1748	-2012
3276	305
2259	-1275
1082	104
2586	446
4913	564
1999	383
4379	-6303
4561	-1889
1436	-9123
2769	-1023
3415	-406
5279	-9245
827	-414
5090	-930
4851	481
5075	-1001
4273	-746
3030	-1040
2891	-606
3297	427
4110	-3202
3553	-3679
4090	-2961
4342	-2126
968	201
4351	-2155
4470	-1841
5250	-2688
1714	-1410
5272	1433
1154	-2395
3603	-2164
1507	-4224
821	-4267
2903	-1384
5172	-3903
2111	-1009
1270	-992
1243	-1314
4187	-5216
3480	198
1230	-22986
2073	628
3518	-16575
2727	814
4842	124
5141	-528
1106	-3118
5062	-3400
666	-1082
1861	-407
4933	-10746
2800	2
4906	-790
1653	-276
2380	344
941	-3882
3892	-3512
4332	-1118
3639	-958
5107	-1741
2580	-820
3745	436
3719	-919
4564	-2069
1099	-22488
4840	-1283
1633	-4551
1915	-2948
2358	745
2125	-2797
945	-909
909	-2897
1735	701
2530	-633
1885	-2350
2590	-1020
3345	-1722
1378	-15896
2597	-886
1644	-49
2619	-1265
1559	-1103
3938	-2517
1478	418
1152	232
3923	-2029
898	-844
2412	-7666
3877	-1637
994	-146
5263	-20088
2691	421
687	257
53	-4830
1558	-1567
4087	-1776
3567	-73
4320	-652
2218	-2832
3324	-184
3291	-1612
3064	-570
1523	173
4528	505
4539	-4108
4533	-1859
1042	475
1330	-1298
1380	-2237
4829	-524
1240	-46
1615	-1361
2060	-3409
5056	-989
1002	-6057
5048	-3245
4204	-4490
4386	235
3976	604
5012	-649
263	475
5266	-3931
2155	-1611
2261	-560
3755	140
1402	321
2571	27
1546	-4982
4894	-1056
3830	-928
186	-13405
4929	104
1990	-775
1809	-35513
1280	-3316
3588	-1161
2711	-12510
1121	501
1017	-2597
1971	-209
2923	-1309
2390	97
2108	-800
3263	-43
2141	-3931
4646	-1136
4702	1161
3225	-328
3470	-611
1379	-3987
4305	-1101
4018	-687
1679	-4168
4651	934
2739	-2628
2484	643
703	-526
2474	-2076
713	-4574
2535	-10303
4513	-977
338	-8554
3204	-575
4911	-1018
1044	-950
5050	-559
200	299
4392	587
2576	-5072
